genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12,max_segment_timbre1,max_segment_timbre2,max_segment_timbre3,max_segment_timbre4,max_segment_timbre5,max_segment_timbre6,max_segment_timbre7,max_segment_timbre8,max_segment_timbre9,max_segment_timbre10,max_segment_timbre11,max_segment_timbre12
1,TRAKVQI12903CB7343,Jackie Wilson,I'm Wanderin',-12.534,108.248,3,5,1,160.78322,38.8850496894,-6.6721532091,67.6264057971,9.7934803313,10.9528467909,1.5157080745,14.6877267081,0.1766956522,16.9524534161,1.3937122153,-8.2863291926,4.5695797101,40.6016148423,1681.33785508,4122.56731891,2144.39684118,914.964668366,818.482306161,929.376051412,534.684357206,745.246670111,374.610476855,314.056423252,370.01617342,45.213,7.505,95.748,-51.677,1.87,112.006,26.091,1.825,4.074,30.762,6.036,-3.547
1,TRADJTR128F423CEB8,Mikey Dread,Two Track Dub (Dub / Instrumental Reggae Music),-13.192,145.055,1,1,0,373.26322,35.0529352608,26.6445675676,-36.906087995,62.5377008171,-12.388955374,19.4692074167,28.0087108737,-0.2433375236,-2.1470886235,-3.0897083595,-2.4824028913,3.0770194846,44.1618396658,6085.35363406,7184.23786151,2074.5669815,2206.23854614,2627.29876158,1228.51224608,1034.31184585,412.230322585,551.96818988,543.802369085,243.090798252,45.875,-17.305,32.801,27.779,6.728,76.462,83.023,42.852,18.776,-69.869,5.411,2.698
1,TRBCRKZ128F4241B9E,Mikey Dread,Your Love,-15.011,162.009,4,1,0,246.02077,36.1119166667,-15.7174551971,-3.8452401434,37.0759426523,-4.5598646953,15.7789919355,26.8638575269,-18.4364283154,1.4574417563,6.0658458781,-6.7753826165,4.1315582437,35.1471580853,2046.45415434,3314.33844331,2614.09012857,752.33478407,1684.96856712,758.541431782,874.870365153,288.863109987,603.101163356,494.513108208,184.600718465,44.05,-15.461,36.03,42.799,10.91,73.953,55.385,12.924,49.907,-12.298,32.942,-12.558
1,TRATCIW128F4266325,Mikey Dread,Rainbow Jungle (Dub / Instrumental Reggae Music),-14.883,145.618,4,9,1,159.99955,27.3536970684,132.999201954,-101.341084691,33.8023110749,-38.2598192182,8.8366449511,14.4482394137,-13.1998061889,-1.1259136808,9.3019918567,0.560752443,8.1957442997,78.8136695662,5419.06040541,9464.36865735,5060.99326688,1657.83497312,4396.9320369,1193.93017105,1753.96504809,399.925185971,711.701366754,738.006489079,357.094692109,39.812,118.759,9.209,-49.133,14.728,183.599,46.419,27.038,2.551,12.581,32.901,0.009
1,TRATOCH128F4285825,Mikey Dread,Pound a Weed,-9.351,175.628,1,7,1,201.9522,43.3633890747,-22.3733701226,-7.0388639911,11.8586867336,-8.9524169454,-4.261219621,-12.2504715719,-10.555180602,7.5772898551,0.8291716834,-3.5885875139,-7.0814738016,31.7867792299,1233.26434259,2698.18925649,2391.79222059,805.273337264,1068.89165649,776.498832376,469.148622342,337.451570968,356.342525493,318.392859988,272.51563812,49.587,6.363,16.642,61.59,-13.14,-15.061,10.296,-29.248,10.296,-27.628,10.221,-13.958
1,TRBEPTI128F4266340,Mikey Dread,Master Mantrol (Dub / Instrumental Reggae Music),-18.679,141.148,4,0,1,261.79873,31.7719472693,3.3389566855,42.369299435,57.3790555556,-0.529287194,5.0357080979,25.5946290019,-1.1564905838,-1.1556553672,-5.5447382298,0.2914124294,-18.481645951,27.8261647072,4966.36486531,4143.22886718,2296.27189561,1220.94620741,1478.50905116,921.595855335,1085.87383994,507.600635866,490.767734928,489.442199967,423.634915521,41.985,5.7,19.273,90.004,2.559,34.472,-39.566,61.273,12.796,-53.493,57.983,1.636
1,TRAPHPB12903CFE973,Mikey Dread,Livin in the Jungle,-12.449,159.659,4,6,1,152.00608,38.9826733436,31.7165793529,-21.2642896764,17.1823805855,1.6653867488,3.0622819723,5.8279506934,-27.8212819723,-6.7372881356,-0.866788906,1.0624144838,3.6245808937,36.1475068085,1618.7019846,1478.99494636,1314.55141156,847.802210971,1484.46179061,744.183500836,768.285098437,372.942363771,531.47241486,336.07696685,243.199266099,46.103,12.298,5.441,32.638,26.338,43.708,22.438,-9.649,3.518,5.352,10.827,-5.591
1,TRAYZLG128F92F3BCD,Mikey Dread,Quest for Oneness,-9.791,157.983,4,11,1,184.47628,42.6903486128,65.0227261761,2.0271387214,10.5371604343,-7.4615922799,13.8836296743,2.0208721351,-3.3699408926,-8.122933655,4.4250217129,-6.036933655,-9.1930301568,24.3660102416,1071.78400804,2074.42936475,1601.81549531,886.854862584,1166.96645262,616.523003552,487.094822034,280.651627288,332.40699294,398.75512585,215.220695385,47.71,87.621,12.209,22.97,-38.406,37.638,6.309,2.258,-18.171,2.531,-12.22,-10.319
1,TRANRLO128F92F3BE9,Mikey Dread,Have you got a Minute to spare,-10.099,158.813,4,8,1,251.14077,41.1664248555,95.4807524085,4.0371608863,8.7409132948,0.0896242775,18.9547842004,-10.8525789981,-4.2234460501,7.3475953757,6.4679797688,-10.9254306358,-2.1083082852,28.9629820536,1263.72903151,1856.02207715,1597.89634804,866.791597142,1549.06133887,727.334196278,464.119585158,335.555747767,346.904198203,411.959846374,230.990373564,49.416,116.794,43.687,58.464,-0.223,29.563,14.126,-17.283,-3.234,12.957,28.121,-12.027
1,TRAIADF12903D0023E,Mikey Dread,Hot Cross Bun,-8.173,132.088,4,6,0,193.12281,43.5328557951,88.4334568733,39.1935539084,20.728777628,-25.1714312668,10.9896725067,5.5873261456,-2.8790633423,-10.259861186,-1.8156078167,-4.8668477089,-3.2858962264,39.9967609563,2189.03481643,2740.92774628,2069.27101853,1185.17097269,1102.62329025,1136.0603007,884.740498253,495.138278419,513.090154613,404.020444191,473.801545875,51.003,35.994,37.739,90.623,-26.722,32.48,22.016,37.526,-20.623,5.933,17.304,11.378
1,TRBCOKA128F4280D91,Mikey Dread,Problems,-6.46,137.746,4,5,0,289.64526,42.9260074074,19.6926041152,-35.8119349794,15.1623209877,1.0091563786,26.0771736626,-2.7445547325,-6.9556148148,4.6484049383,-7.6617226337,-3.0525333333,3.1935703704,48.9914529292,3770.12376315,4855.32249198,2284.9755306,1069.34363356,2461.81593876,1191.99881461,853.557964675,454.089670141,595.835003777,535.971025918,308.792986033,46.314,42.585,-32.179,12.3,71.247,190.344,-0.281,-2.633,-14.046,67.782,65.834,-10.817
1,TRALGWZ128F4241B20,Mikey Dread,The Jumping Master,-7.325,144.144,4,1,0,309.83791,43.4212387312,90.1768480801,14.161096828,27.570951586,-51.0907287145,12.8246118531,10.9305767947,2.0871277129,14.9924015025,13.8699131886,-3.5361352254,-3.0266051753,34.6663990181,2763.00875274,3758.16578768,1637.83699713,1111.08721545,1277.93705064,1058.95174788,854.85454439,413.204375903,477.761101802,556.534912099,404.264337628,45.42,1.295,36.748,-100.609,-37.987,9.859,-2.74,40.693,14.284,2.225,-15.673,14.389
1,TRBFOZC128F14874A1,Leann Rimes & Brian McFadden,Everybody's Someone (Gateway Mix),-5.872,137.87,4,5,1,224.83546,47.1797383459,1.5231097744,-18.7271353383,-19.6908706767,1.3792466165,-16.7681082707,-11.2272180451,-11.5734315789,9.367962406,-1.0651744361,-2.1199774436,-0.1258541353,43.8609518383,1862.00181095,1607.30151818,1490.26069507,652.952148724,590.353586903,450.590034986,354.78419494,361.337858547,259.791575158,242.278940209,294.079861583,52.971,-31.621,60.506,-11.632,16.607,-2.242,-27.828,7.635,41.421,-10.391,-8.852,16.056
1,TRAGVWF128F4230C95,Irma Thomas,The Same Love That Made Me Laugh  [LP Version],-9.675,99.492,1,0,1,195.36934,41.4042954876,-96.033371179,-20.4316724891,-2.0990786026,23.1296491994,0.7154090247,-1.3030291121,1.9914046579,17.3282707424,-1.1527874818,-2.1359810772,-9.4507540029,51.3618153785,4357.03603621,3378.20920107,2143.29048353,1218.77479135,1744.13408155,816.423436974,674.142114835,431.718160908,447.702422301,383.045316787,346.197075734,51.967,-2.62,42.678,44.944,11.602,-17.826,0.706,-8.26,-2.627,5.604,-42.779,4.189
1,TRADRED12903CA4B7C,Irma Thomas,River Is Waiting,-5.762,103.206,4,3,1,240.69179,48.7054035088,-25.6897557355,24.48465722,-1.3159554656,-10.3433522267,-8.9320377868,-5.0993441296,-8.1462672065,5.6010674764,1.6228879892,-1.0901363023,-0.1899217274,16.9710391962,2033.14036264,1433.89356324,1115.70323086,865.869213888,495.285962787,656.871940371,396.424786331,421.154571218,307.246284809,218.234024963,453.01551174,53.96,45.18,19.623,-52.352,22.085,19.759,23.097,-8.868,-20.278,22.532,-21.496,-21.526
1,TRAIHSY128F1484AB6,Irma Thomas,I'm Gonna Cry Til' My Tears Run Dry,-10.22,183.882,3,5,0,146.88608,41.8107392344,15.8114832536,42.6567416268,1.2954019139,14.952215311,-6.9124808612,-3.9263038278,-7.5338253589,-12.4707033493,-5.4322272727,-1.6824569378,0.009937799,67.10807881,1398.05870611,2574.75550419,1440.15822467,855.048221858,694.902469776,888.256806877,506.517306245,463.049014687,237.617634932,262.114283684,493.100650503,52.627,78.052,93.537,22.731,-12.737,-19.81,-8.274,-16.999,-29.64,18.708,16.09,-4.042
1,TRAMKPP128F92F6F0C,Irma Thomas,I Gave You Everything,-13.332,130.839,1,6,0,173.26975,39.9123742515,41.254510479,-10.382495509,19.9728817365,-1.7793637725,9.9093892216,-10.148488024,2.4029011976,2.2690658683,-3.7879670659,4.1355389222,5.6750284431,15.3250424647,939.459063531,2461.02342351,2287.1589437,607.752180782,1619.03320157,489.768775588,350.839292829,267.457289508,378.545090247,482.394390093,427.995390803,42.688,39.673,24.892,-38.289,-4.5,97.085,10.823,5.762,1.692,-25.257,13.053,9.614
1,TRASCTM128F92F6F3A,Irma Thomas,Hold Me While I Cry,-14.526,112.109,3,10,1,205.29587,36.8679218437,-34.2890721443,-2.0755470942,-7.7688176353,-13.7378296593,3.2884408818,-9.0188456914,-8.4822224449,2.5036392786,0.1929418838,-5.6915310621,-2.6293146293,37.2120048376,2210.72169553,1675.92312072,2020.35411496,1561.56574532,931.13485922,668.084145177,640.811622674,401.632873894,338.63237656,384.498956846,274.561696881,48.945,7.395,0.832,24.484,-2.018,-4.268,-35.005,-24.461,7.664,-1.984,13.092,-11.14
1,TRBCIUW128F92F6F3D,Irma Thomas,We All Need Love,-11.975,131,4,3,1,190.9024,38.1485752381,-30.1382057143,-9.9525847619,-2.4870133333,20.8140533333,-0.8162590476,-9.1251885714,-9.6084838095,10.5196685714,1.6836914286,-2.9091790476,-3.5143542857,59.6070910062,2841.4100698,2887.03733497,2634.45826295,1319.19461659,1343.65831543,863.471039117,757.560692596,734.65580861,461.315071794,487.482157595,454.411806953,54.035,29.912,57.928,18.168,30.168,-31.982,87.831,11.762,-0.028,-22.782,8.48,36.973
1,TRAAWUH128F427F12C,The Field Mice,When Morning Comes To Town,-15.54,162.682,4,3,1,316.73424,37.3294861001,16.2241532963,-10.9076814932,6.1355377284,-9.6063733122,-18.0047807784,28.9767871326,-18.6265750596,2.9216648133,-4.4141342335,0.5607045274,3.2971540906,26.9974501418,1790.3827574,1716.91242336,865.537891381,846.548588196,450.161524096,516.414747369,562.047149687,182.559513576,312.24625906,143.043779385,159.063437965,45.166,-11.666,5.455,13.388,5.666,14.769,14.691,-23.332,-23.686,-13.267,14.383,9.303
1,TRAKBAS128F427F12A,The Field Mice,Below The Stars,-14.064,70.09,4,7,1,335.46404,40.5635064478,-13.4708651817,75.8606166471,13.125059789,-19.5450023447,-16.8441148886,39.7056412661,-2.8003892145,7.1308862837,-0.3024302462,-3.3502379836,10.5166951934,26.2568138772,1459.18971442,1774.53656469,503.771341843,1544.68056438,223.294495741,342.683509853,246.337863497,370.048016703,210.768142611,86.1256315764,210.000953898,47.695,-11.549,81.541,21.904,-5.882,-28.176,21.295,1.668,17.305,8.67,-17.21,5.502
1,TRAUZTB128F422730F,The Chi-Lites,Intro,-16.218,138.501,4,5,1,251.27138,35.1656504065,22.5266601626,12.8249300813,-20.4431479675,-27.9243170732,-16.2000227642,2.4902146342,12.4517577236,1.8626943089,9.7390195122,-5.5667593496,14.7277739837,76.8568015737,3313.72969356,2818.98111518,1035.11737699,718.53114048,482.435930338,741.639767918,357.106820161,526.365455825,208.918028933,171.927217149,270.604305349,46.821,5.659,53.459,36.596,-27.557,-25.755,-5.241,32.755,1.867,5.935,-10.459,44.768
1,TRAUTXS128F932A629,The Chi Lites,Toby,-9.957,149.394,4,8,1,170.70975,43.806142329,24.0400831793,21.4364972274,-1.225284658,-11.4304029575,-12.317663586,-0.4400314233,-0.0522939002,16.7061090573,10.6193290203,-3.152883549,-2.1147578558,19.9776156637,1153.07794683,1401.83821871,1344.37393041,917.389471453,623.754389159,560.988664286,425.106574082,267.995305069,270.647156905,255.189818461,219.200499684,50.653,35.572,57.247,-35.578,16.29,1.553,34.727,31.709,16.731,44.014,-5.348,-24.193
1,TRAWTLK12903CF4B2D,The Chi-Lites,The Coldest Days Of My Life,-10.955,139.925,4,9,1,274.83383,42.4421012048,48.4231168675,-6.3019096386,-14.9853855422,-13.0254891566,-16.6577060241,-24.5476168675,-2.949546988,26.3526566265,10.7510915663,1.9470518072,17.3816927711,24.2106663367,1530.91969975,1233.36170858,990.365842191,1206.3567273,525.046528106,548.359964123,357.362141231,397.729108813,189.97411311,178.647231811,306.251734172,51.753,151.299,50.881,3.637,63.347,-50.539,-3.536,25.238,22.401,30.012,13.356,13.904
1,TRAJSCW128F9335F78,The Chi-Lites,Love Of My Life,-9.588,90.101,4,11,0,260.98893,43.0764966493,55.8626656739,-43.9621459419,-8.1064534624,41.088110201,-4.2589374535,-3.7111950856,-3.4540900968,7.9754274013,-8.3388384214,-2.4442092331,6.423267312,36.7000231018,1838.0373754,1984.147209,2062.34624646,1150.61992183,797.797421025,658.852389051,842.473168271,402.454845024,532.635469099,358.602523415,364.495098792,48.138,20.052,25.887,-32.136,22.75,99.129,0.109,74.771,2.993,-19.6,11.987,4.138
1,TRAGPMR128F930C0D8,Humble Pie,30 Days In The Hole (Live),-7.033,132.598,4,2,1,469.44608,46.5462282939,6.7485670917,15.9945713418,-2.2001445052,-15.4219550698,-15.4025003036,-4.8382689739,4.99523983,13.5663636916,2.7137097754,0.4255998786,2.0214826958,37.0903156079,1576.11219377,1139.1850547,701.145887669,625.996158485,573.792407146,560.801065921,303.063812719,176.401681804,206.768121721,168.818815519,260.612867451,55.794,24.982,37.522,15.583,29.998,-29.554,0.686,8.576,24.601,21.477,-7.279,-11.654
1,TRAKPET128F92FD69F,Humble Pie,Lonely No More,-13.339,120.563,1,10,1,193.54077,41.9205918058,-12.5666783005,14.7121001517,-6.832383915,1.3603277694,-18.8531593323,6.8126858877,1.2694643399,6.6842610015,5.8039484067,-0.9690652504,3.5716358118,19.175095234,851.506536088,1247.19385033,667.770590042,520.045299662,351.304770447,339.459889223,258.814565842,261.692077361,157.885367035,126.762968437,315.132858198,45.16,4.831,29.055,13.391,27.321,8.67,10.018,-20.449,-13.105,-0.517,-20.574,16.398
1,TRAUCOY128F92FD6AC,Humble Pie,Intro/Whatcha Gonna Do about It,-11.088,93.716,4,9,0,288.02567,44.4910249406,-9.4171781473,27.8300344418,-11.069371734,-52.2611068884,-15.1643456057,-29.7298420428,-3.1587351544,28.2619833729,9.5177707839,0.7178456057,3.3844180523,14.8558765493,1881.01638929,2011.9017861,837.391212663,911.650724594,397.979684074,624.207464183,363.607845142,327.264336332,176.643533136,134.972201865,239.064439369,47.431,55.71,68.139,72.795,-5.959,10.739,10.395,22.083,25.134,4.382,-15.419,17.623
1,TRBHHDU128F92FD6B5,Humble Pie,Rude!/Drum Solo,-12.391,126.83,4,0,1,974.99383,42.6487314254,-21.7383863511,12.0273082003,-3.5542347276,-55.3810269675,-8.864003027,-28.8683145294,0.0182644469,26.8621411668,11.2714903687,3.6554303798,5.4317377545,9.9522077826,1676.22546369,1555.09656782,980.276362159,785.354712972,560.914950716,710.685504611,332.019925594,320.856793387,190.403727042,202.937888754,305.035832181,47.323,34.904,102.407,-4.478,20.005,29.678,3.234,-4.751,20.893,15.633,18.342,-9.849
1,TRADRPV128F92E4B4A,Jimmy Cliff,Take Your Time feat. Yannick Noah,-6.874,211.986,4,0,1,193.64526,46.9156964706,23.9019317647,16.2976694118,9.4813764706,1.0496717647,-6.5462070588,10.7912458824,-0.9223847059,-12.5789494118,-2.2427117647,0.9001905882,-6.41514,46.7796569902,1080.29874854,962.964715134,904.585781715,824.767348762,824.596367444,565.178853237,303.303592931,301.446849782,259.460923975,286.361152778,253.45376036,51.54,23.535,8.577,8.015,19.824,13.375,24.669,-5.586,11.031,19.739,-3.039,-6.163
1,TRBCSLF128E0795524,Jimmy Cliff,Million Teardrops,-11.675,83.712,7,5,1,216.45016,40.88323692,-22.7496949654,29.4597522211,3.8716653504,5.4762813426,1.9045064166,-1.9334758144,4.5664728529,-1.7601520237,-1.111094768,-0.1120434353,6.2060227048,32.1436990732,1623.14869398,1570.23763532,1274.0490857,938.875842889,943.371560181,441.307846091,318.431672932,276.19973452,275.061277981,327.847983015,217.803506318,49.73,74.208,105.211,18.023,23.591,86.972,31.696,-13.849,-22.674,-13.092,5.638,0.781
1,TRALUZM128C7196779,Jimmy Cliff,Let's Seize The Time,-7.449,122.773,1,0,1,301.71383,45.1346855491,22.5478728324,53.664732948,18.1812427746,0.162582659,-1.7611179191,12.5212589595,-11.4259791908,8.1993976879,-3.3123722543,-0.6173942197,-0.3919144509,52.1912350318,2327.29106686,1434.87562152,1256.82188382,1140.95675816,968.14878394,672.675835198,622.348723593,365.912850496,382.902429854,229.31172102,228.114751787,52.625,86.628,70.654,-34.806,12.522,-12.921,38.056,13.081,4.309,23.99,9.227,9.459
1,TRANXOS12903CFAC35,Jesus Jones,Real_ Real_ Real (BBC In Concert),-9.728,114.995,4,7,1,192.62649,46.4089045383,45.5273489828,7.5097965571,-15.3804960876,-11.8742175274,-22.9036056338,-16.4199780908,-4.5459890454,-11.5205242567,-3.2268184664,4.2279593114,4.7646995305,11.208853933,685.963405507,951.886886769,444.996294701,826.516441588,232.64228387,628.815151643,179.427113983,401.145886944,156.605752048,103.708181886,198.204220029,50.063,43.99,48.646,-19.919,-6.093,12.256,6.73,3.703,1.061,11.698,1.735,-0.056
1,TRAZPMW12903CFAC16,Jesus Jones,Move Mountains (BBC In Concert),-10.248,119.729,4,2,1,269.29587,43.6188445808,8.3063292434,43.9491973415,3.8000582822,-20.2501779141,-17.9608292434,-22.7558067485,-12.2177433538,9.3734427403,6.1245572597,4.7109366053,6.3001216769,38.5037423603,1976.60294295,1839.27334957,630.724870803,1020.31000207,383.132239857,1283.31848991,199.727266287,233.204526801,176.686091175,131.368483215,274.233183232,51.611,9.384,63.777,13.544,-7.358,-28.207,25.033,-9.542,24.182,2.594,13.407,-6.296
1,TRBGTZD128EF34B6C3,Jesus Jones,Nothing To Hold Me,-13.419,66.246,3,2,1,201.16853,39.6510618436,68.5251715286,6.0979101517,15.3103558926,1.3458191365,-13.6007246208,-2.0999299883,-3.3199206534,-8.495050175,1.5785775963,0.7356662777,-8.5637456243,33.0805436263,2255.21106047,1731.99394422,952.326298309,1391.37782371,685.017070281,601.059285262,647.477832099,408.837371469,307.202960265,286.221610628,262.690034141,46.925,44.937,27.2,9.606,29.09,14.701,25.812,24.673,13.217,7.661,23.115,-7.272
1,TRAWZYH128F422FE57,Jesus Jones,All The Answers,-5.844,110.47,4,4,0,227.73506,50.2432655172,52.9027747126,6.8311206897,-9.3176183908,-30.7401586207,-21.8958965517,-4.5825862069,-3.6181804598,11.0983735632,5.7909333333,3.2410045977,-0.9677712644,9.0867288157,450.023278338,569.418123127,423.64452302,532.802283738,266.238473401,256.64454438,154.372869582,195.730530655,120.301776908,99.5537801425,166.25630193,54.025,73.881,20.303,3.114,-28.965,-11.929,-9.181,7.04,2.631,16.56,0.798,-2.226
1,TRBHGUK128E078E031,Jesus Jones,Yellow Brown,-14.897,195.824,4,0,0,203.65016,37.1974734411,-75.6047551963,7.6839561201,-17.5648267898,23.1172702079,-30.9517690531,11.1151685912,3.2997159353,28.3418637413,5.9230715935,-4.7785381062,-3.5284572748,47.2463897274,5897.82388234,1352.0304775,934.116042425,1027.47762738,272.429070847,641.048395336,362.893160116,749.679557346,163.844448685,156.540654429,624.690250983,50.914,14.451,41.737,-5.721,5.585,-14.094,11.07,9.846,14.713,9.822,0.103,13.662
1,TRAFUKW12903CD802A,Mink DeVille,She's So Tough,-13.589,109.057,4,9,0,166.03383,38.1549889299,16.6231881919,43.5268376384,17.9297416974,-24.8977214022,2.6088671587,8.3341660517,0.1948560886,-8.7391918819,-4.0594557196,3.3938579336,11.3654428044,39.6600398892,2219.25052771,2838.23070763,2027.45778203,750.295106046,1303.99000814,546.866132607,669.852758149,513.546077336,346.14875858,451.801547893,267.41588328,47.984,81.366,54.162,24.478,-18.603,-28.491,6.851,16.532,-12.091,-9.702,12.604,15.646
1,TRAMEBP12903CD7EEA,Mink DeVille,Heaven Stood Still,-20.055,41.945,4,7,1,173.92281,32.2120100251,-52.6585162907,50.0265864662,2.8603308271,-9.7699924812,-5.7083659148,-28.5019423559,-1.947037594,-0.1906691729,1.0304486216,4.1604987469,13.9936666667,28.5914458696,2414.18893477,1223.84974349,1100.01214206,807.95957916,409.158579921,428.129106145,454.733397891,374.836033184,290.403792839,169.447112024,267.212174257,40.87,0.384,77.717,75.982,6.221,-1.296,-36.317,5.903,38.798,11.327,-26.534,31.106
1,TRAUAMA128C71965E5,Burning Spear,The Invasion (Aka Black Wa Da Da),-12.763,146.392,4,9,1,334.31465,34.8986246684,24.6053222812,-4.5730689655,76.1154701592,21.9496153846,14.918020557,23.2193561008,-4.4531293103,-12.7325059682,2.7536372679,0.0301187003,-3.8495683024,51.4119512888,3740.20779694,4786.10254103,5680.86977082,1538.02817651,2683.01468399,907.053071975,1056.40646063,561.824051092,714.973995165,644.141376306,293.364293808,41.279,-5.943,-3.528,200.513,23.124,24.418,26.721,-18.16,-16.461,28.396,4.484,-14.245
1,TRAGSOA128E078F934,Burning Spear,It's A Long Way Around,-19.633,122.376,4,0,1,185.5473,31.0724680307,35.848657289,-6.072516624,16.3692365729,-45.2961662404,20.1135920716,9.7131419437,3.3207992327,-9.4501048593,-5.4073682865,-5.9392672634,-0.3024207161,29.3240253052,1275.28159724,2979.082948,2104.33279257,791.220824318,1680.22126116,838.528088973,899.216671309,493.213345188,454.822269598,417.442858175,287.062022241,37.63,6.054,66.653,49.325,-51.671,53.236,-0.761,7.629,10.92,12.134,-41.55,16.948
1,TRAJXNN128E078F945,Burning Spear,Civilized Reggae,-8.01,125.245,4,11,0,355.18649,42.3757197924,54.4819080801,-5.4206493699,25.6824988881,12.6923209785,-3.9257746479,32.3273691623,0.2829644181,-27.6418895478,-9.1605352113,0.3519851742,2.7307316531,40.6730991105,2539.79390865,2495.43647592,2515.80644159,1234.33458841,1869.33406221,1241.73010825,675.213068736,541.362104555,477.769863924,403.648462703,409.427400743,50.815,32.596,12.061,63.995,-8.04,-47.455,24.268,-13.79,-20.778,-9.494,-2.238,-7.645
1,TRAMKKJ128F1463612,Burning Spear,Tumble Down,-14.241,101.799,1,8,1,217.93914,35.9829564756,50.8802951168,-25.4507813163,21.034007431,-19.1163110403,8.630685775,34.166089172,-11.572589172,6.8427876858,15.4195456476,-5.4095191083,11.9760859873,29.8253490841,1936.92816512,2132.42012582,2126.94760513,895.777596694,1508.24957851,829.545784081,443.262247261,293.520435577,505.604751386,448.874102171,235.428861391,41.765,101.205,19.292,20.291,6.284,23.837,15.664,20.01,18.009,27.106,-24.376,15.931
1,TRAHBWK12903D0044A,Burning Spear,Walking In Dub,-13.615,135.033,1,11,0,146.88608,36.1422087683,88.8556826722,-31.1708726514,26.9867014614,-31.8860375783,2.8179394572,-9.7252860125,11.7176263048,14.2963402923,7.0134843424,6.1010354906,4.3976826722,47.137444708,2882.44599058,5268.62134217,3088.94174173,1926.29568795,1905.40224492,762.912813728,696.476332597,288.021200893,515.649834392,506.876060732,239.164101202,48.32,82.62,10.827,27.434,-5.387,-26.299,-6.445,8.203,-0.177,-22.703,24.69,-20.416
1,TRAJOLQ128EF346088,The Ruby Suns,Function Of The Sun,-9.876,42.525,4,0,1,70.89587,43.1948571429,10.1548571429,60.2173630952,6.7085416667,-6.775077381,-3.1151369048,-21.5564642857,-13.940422619,-1.6335535714,-2.2567976191,0.3662738095,-0.1468928571,47.0678957772,4782.75197416,1511.04609706,1423.82150288,2029.39175143,582.102049856,941.40151982,483.13809672,754.517908188,445.735096042,217.685836235,198.739294739,47.988,-31.294,55.805,27.045,-22.312,44.058,-11.479,-21.574,13.797,23.425,-20.724,-14.29
1,TRAVMYN12903CB58A2,Gene Chandler,I Hate to Be the One to Say,-9.693,125.028,4,4,1,144.71791,42.7656538462,-28.2515201465,15.1592967033,-1.0293003663,6.5446465202,14.4962124542,-17.5740732601,-2.481543956,22.0859908425,-0.6259505495,-8.9641300366,-5.9882014652,40.7751559992,2560.83206014,1074.08976079,1998.63865406,641.26997076,1646.81642581,422.131275262,489.473130581,323.727590599,359.537301512,404.007132505,302.701185263,45.078,9.508,15.672,-47.673,23.639,110.676,5.217,40.322,21.808,-24.184,6.629,-2.969
1,TRAJVOJ128F93135D3,Gene Chandler,Rainbow '65 (part 2) - Live,-14.89,175.028,3,6,1,163.29098,37.3993506944,42.0116076389,63.2060277778,12.5558524306,-15.0561059028,2.7500052083,7.8820954861,2.6703802083,12.2809131944,0.8732222222,-9.3218628472,-6.1156649306,26.0655878319,2224.20432133,2671.49187625,1635.50824784,1142.22632052,924.339149845,732.195779552,484.135146555,501.743789739,338.797857951,352.879443334,594.385758514,52.613,103.286,143.652,37.009,9.135,-23.324,1.847,14.669,-7.077,-10.895,16.223,32.143
1,TRAMTTD128F42246F3,Gene Chandler,Festival Of Love,-15.631,92.293,3,5,1,148.11383,36.211895122,13.1213829268,-45.2070146341,-40.8783390244,49.9950536585,-13.3563756098,-32.7309121951,-11.1329170732,19.3595097561,-3.3770756098,-3.1378292683,16.0533,43.3057122207,3839.52431569,1754.34713032,2425.95518891,1082.81819798,873.039519254,705.326875075,479.608733886,672.190448957,307.565654319,343.168924483,390.555747659,45.716,158.392,-24.948,-84.68,36.121,28.314,-40.408,24.493,43.457,-49.381,12.025,5.717
1,TRAHKGQ128F1458CAB,Brand X,Collapsar,-27.885,158.578,4,2,0,95.76444,25.6447359736,-35.0661947195,106.661072607,24.1283234323,19.1955841584,-15.3101848185,-24.7375049505,-10.9642145215,2.4038316832,0.4563861386,-0.1823927393,-26.9981815182,36.3334098181,5504.5774407,2942.6862609,658.403908113,1749.68096158,267.144788342,1539.16808431,258.586536644,1441.36317234,244.161196204,115.675971935,1180.97048799,35.627,1.456,75.09,5.952,-13.529,58.551,10.721,-44.051,22.889,-22.355,3.812,-57.889
1,TRAFNEI128F1458CAA,Brand X,Hate Zone,-13.358,201.006,4,9,1,281.52118,39.3957755102,38.1293588435,13.0959914966,2.2431147959,-17.6858086735,-15.1257253401,-14.071539966,0.4545382653,2.1342593537,2.1812908163,2.9876037415,4.6729736395,47.6597845874,3211.78504998,1684.22937367,731.415727627,1060.44753812,626.703807124,613.115165742,401.098022286,368.986449223,261.955322483,169.665886556,300.096144419,43.544,63.358,-79.813,112.49,18.273,47.252,-35.158,47.497,-7.74,12.367,42.333,12.476
